class,filename,height,width,xmax,xmin,ymax,ymin
shoulder1,09_01292.jpg,76,76,205,179,94,68
shoulder2,09_01292.jpg,76,76,140,114,128,102
head,09_01293.jpg,60,60,184,124,110,50
shoulder1,09_01293.jpg,76,76,205,179,96,70
shoulder2,09_01293.jpg,76,76,139,113,127,101
head,09_01359.jpg,60,60,184,124,162,102
shoulder1,09_01359.jpg,76,76,130,104,134,108
shoulder2,09_01359.jpg,76,76,200,174,114,88
head,09_01360.jpg,60,60,179,119,166,106
shoulder1,09_01360.jpg,76,76,125,99,135,109
shoulder2,09_01360.jpg,76,76,196,170,116,90
head,09_01361.jpg,60,60,175,115,165,105
shoulder1,09_01361.jpg,76,76,123,97,136,110
shoulder2,09_01361.jpg,76,76,192,166,116,90
head,09_01362.jpg,60,60,171,111,165,105
shoulder1,09_01362.jpg,76,76,120,94,136,110
shoulder2,09_01362.jpg,76,76,189,163,116,90
head,09_01363.jpg,60,60,167,107,167,107
shoulder1,09_01363.jpg,76,76,117,91,137,111
shoulder2,09_01363.jpg,76,76,186,160,118,92
head,09_01364.jpg,60,60,164,104,168,108
shoulder1,09_01364.jpg,76,76,114,88,138,112
shoulder2,09_01364.jpg,76,76,183,157,118,92
head,09_01365.jpg,60,60,159,99,171,111
shoulder1,09_01365.jpg,76,76,110,84,138,112
shoulder2,09_01365.jpg,76,76,180,154,120,94
head,09_01366.jpg,60,60,154,94,173,113
shoulder1,09_01366.jpg,76,76,107,81,139,113
shoulder2,09_01366.jpg,76,76,177,151,122,96
head,09_01367.jpg,60,60,151,91,171,111
shoulder1,09_01367.jpg,76,76,105,79,138,112
shoulder2,09_01367.jpg,76,76,175,149,123,97
head,09_01368.jpg,60,60,148,88,171,111
shoulder1,09_01368.jpg,76,76,103,77,137,111
shoulder2,09_01368.jpg,76,76,173,147,124,98
head,09_01369.jpg,60,60,146,86,170,110
shoulder1,09_01369.jpg,76,76,101,75,137,111
shoulder2,09_01369.jpg,76,76,172,146,124,98
head,09_01370.jpg,60,60,145,85,170,110
shoulder1,09_01370.jpg,76,76,101,75,137,111
shoulder2,09_01370.jpg,76,76,171,145,124,98
head,09_01371.jpg,60,60,146,86,169,109
shoulder1,09_01371.jpg,76,76,99,73,134,108
shoulder2,09_01371.jpg,76,76,168,142,119,93
head,09_01372.jpg,60,60,146,86,167,107
shoulder1,09_01372.jpg,76,76,99,73,136,110
shoulder2,09_01372.jpg,76,76,168,142,118,92
head,09_01373.jpg,60,60,146,86,168,108
shoulder1,09_01373.jpg,76,76,99,73,136,110
shoulder2,09_01373.jpg,76,76,169,143,120,94
head,09_01374.jpg,60,60,146,86,169,109
shoulder1,09_01374.jpg,76,76,98,72,135,109
shoulder2,09_01374.jpg,76,76,169,143,122,96
head,09_01375.jpg,60,60,147,87,166,106
shoulder1,09_01375.jpg,76,76,99,73,134,108
shoulder2,09_01375.jpg,76,76,170,144,122,96
head,09_01376.jpg,60,60,148,88,168,108
shoulder1,09_01376.jpg,76,76,100,74,133,107
shoulder2,09_01376.jpg,76,76,172,146,124,98
head,09_01377.jpg,60,60,148,88,167,107
shoulder1,09_01377.jpg,76,76,101,75,132,106
shoulder2,09_01377.jpg,76,76,173,147,125,99
head,09_01378.jpg,60,60,150,90,171,111
shoulder1,09_01378.jpg,76,76,102,76,132,106
shoulder2,09_01378.jpg,76,76,175,149,128,102
head,09_01379.jpg,60,60,153,93,170,110
shoulder1,09_01379.jpg,76,76,103,77,130,104
shoulder2,09_01379.jpg,76,76,177,151,129,103
head,09_01380.jpg,60,60,157,97,169,109
shoulder1,09_01380.jpg,76,76,106,80,130,104
shoulder2,09_01380.jpg,76,76,180,154,129,103
head,09_01381.jpg,60,60,163,103,167,107
shoulder1,09_01381.jpg,76,76,111,85,130,104
shoulder2,09_01381.jpg,76,76,184,158,127,101
head,09_01402.jpg,60,60,180,120,155,95
shoulder1,09_01402.jpg,76,76,131,105,129,103
shoulder2,09_01402.jpg,76,76,201,175,107,81
head,09_01445.jpg,60,60,155,95,112,52
shoulder1,09_01445.jpg,76,76,140,114,76,50
shoulder2,09_01445.jpg,76,76,160,134,143,117
head,09_01446.jpg,60,60,156,96,106,46
shoulder1,09_01446.jpg,76,76,143,117,73,47
shoulder2,09_01446.jpg,76,76,158,132,142,116
head,09_01447.jpg,60,60,158,98,103,43
shoulder1,09_01447.jpg,76,76,152,126,72,46
shoulder2,09_01447.jpg,76,76,151,125,142,116
head,09_01448.jpg,60,60,160,100,101,41
shoulder1,09_01448.jpg,76,76,157,131,72,46
shoulder2,09_01448.jpg,76,76,147,121,141,115
head,09_01449.jpg,60,60,160,100,100,40
shoulder1,09_01449.jpg,76,76,159,133,73,47
shoulder2,09_01449.jpg,76,76,144,118,141,115
head,09_01450.jpg,60,60,160,100,103,43
shoulder1,09_01450.jpg,76,76,161,135,74,48
shoulder2,09_01450.jpg,76,76,141,115,142,116
head,09_01451.jpg,60,60,157,97,105,45
shoulder1,09_01451.jpg,76,76,160,134,74,48
shoulder2,09_01451.jpg,76,76,136,110,142,116
head,09_01452.jpg,60,60,154,94,109,49
shoulder1,09_01452.jpg,76,76,159,133,77,51
shoulder2,09_01452.jpg,76,76,130,104,142,116
head,09_01525.jpg,60,60,188,128,135,75
shoulder1,09_01525.jpg,76,76,135,109,114,88
shoulder2,09_01525.jpg,76,76,208,182,101,75
head,09_01526.jpg,60,60,182,122,137,77
shoulder1,09_01526.jpg,76,76,129,103,114,88
shoulder2,09_01526.jpg,76,76,203,177,104,78
head,09_01527.jpg,60,60,175,115,135,75
shoulder1,09_01527.jpg,76,76,124,98,115,89
shoulder2,09_01527.jpg,76,76,196,170,103,77
head,09_01528.jpg,60,60,168,108,134,74
shoulder1,09_01528.jpg,76,76,118,92,116,90
shoulder2,09_01528.jpg,76,76,191,165,102,76
head,09_01529.jpg,60,60,163,103,136,76
shoulder1,09_01529.jpg,76,76,114,88,117,91
shoulder2,09_01529.jpg,76,76,187,161,103,77
head,09_01530.jpg,60,60,159,99,135,75
shoulder1,09_01530.jpg,76,76,111,85,118,92
shoulder2,09_01530.jpg,76,76,182,156,102,76
head,09_01535.jpg,60,60,145,85,142,82
shoulder1,09_01535.jpg,76,76,98,72,119,93
shoulder2,09_01535.jpg,76,76,170,144,105,79
head,09_01536.jpg,60,60,143,83,146,86
shoulder1,09_01536.jpg,76,76,96,70,119,93
shoulder2,09_01536.jpg,76,76,169,143,108,82
head,09_01537.jpg,60,60,142,82,146,86
shoulder1,09_01537.jpg,76,76,95,69,119,93
shoulder2,09_01537.jpg,76,76,168,142,110,84
head,09_01538.jpg,60,60,141,81,146,86
shoulder1,09_01538.jpg,76,76,96,70,121,95
shoulder2,09_01538.jpg,76,76,168,142,107,81
head,09_01539.jpg,60,60,141,81,145,85
shoulder1,09_01539.jpg,76,76,96,70,123,97
shoulder2,09_01539.jpg,76,76,167,141,105,79
head,09_01541.jpg,60,60,141,81,145,85
shoulder1,09_01541.jpg,76,76,95,69,123,97
shoulder2,09_01541.jpg,76,76,167,141,104,78
head,09_01542.jpg,60,60,141,81,145,85
shoulder1,09_01542.jpg,76,76,96,70,124,98
shoulder2,09_01542.jpg,76,76,167,141,104,78
head,09_01543.jpg,60,60,141,81,142,82
shoulder1,09_01543.jpg,76,76,95,69,122,96
shoulder2,09_01543.jpg,76,76,166,140,107,81
head,09_01544.jpg,60,60,142,82,144,84
shoulder1,09_01544.jpg,76,76,95,69,123,97
shoulder2,09_01544.jpg,76,76,166,140,107,81
head,09_01545.jpg,60,60,143,83,148,88
shoulder1,09_01545.jpg,76,76,96,70,125,99
shoulder2,09_01545.jpg,76,76,167,141,108,82
head,09_01546.jpg,60,60,144,84,146,86
shoulder1,09_01546.jpg,76,76,96,70,125,99
shoulder2,09_01546.jpg,76,76,168,142,109,83
head,09_01547.jpg,60,60,146,86,146,86
shoulder1,09_01547.jpg,76,76,97,71,126,100
shoulder2,09_01547.jpg,76,76,169,143,108,82
head,09_01548.jpg,60,60,147,87,149,89
shoulder1,09_01548.jpg,76,76,98,72,127,101
shoulder2,09_01548.jpg,76,76,169,143,110,84
head,09_01549.jpg,60,60,147,87,150,90
shoulder1,09_01549.jpg,76,76,98,72,128,102
shoulder2,09_01549.jpg,76,76,170,144,110,84
head,09_01550.jpg,60,60,147,87,150,90
shoulder1,09_01550.jpg,76,76,99,73,128,102
shoulder2,09_01550.jpg,76,76,171,145,111,85
head,09_01551.jpg,60,60,150,90,151,91
shoulder1,09_01551.jpg,76,76,101,75,128,102
shoulder2,09_01551.jpg,76,76,173,147,111,85
head,09_01552.jpg,60,60,153,93,152,92
shoulder1,09_01552.jpg,76,76,103,77,126,100
shoulder2,09_01552.jpg,76,76,176,150,113,87
head,09_01553.jpg,60,60,158,98,152,92
shoulder1,09_01553.jpg,76,76,107,81,124,98
shoulder2,09_01553.jpg,76,76,181,155,115,89
head,09_01554.jpg,60,60,165,105,152,92
shoulder1,09_01554.jpg,76,76,113,87,121,95
shoulder2,09_01554.jpg,76,76,187,161,119,93
head,09_01555.jpg,60,60,173,113,152,92
shoulder1,09_01555.jpg,76,76,121,95,118,92
shoulder2,09_01555.jpg,76,76,194,168,124,98
head,09_01556.jpg,60,60,180,120,152,92
shoulder1,09_01556.jpg,76,76,129,103,114,88
shoulder2,09_01556.jpg,76,76,200,174,129,103
head,09_01557.jpg,60,60,186,126,155,95
shoulder1,09_01557.jpg,76,76,137,111,111,85
shoulder2,09_01557.jpg,76,76,206,180,134,108
head,09_01558.jpg,60,60,190,130,157,97
shoulder1,09_01558.jpg,76,76,143,117,109,83
shoulder2,09_01558.jpg,76,76,210,184,138,112
head,09_01559.jpg,60,60,192,132,157,97
shoulder1,09_01559.jpg,76,76,147,121,108,82
shoulder2,09_01559.jpg,76,76,212,186,140,114
head,09_01560.jpg,60,60,193,133,155,95
shoulder1,09_01560.jpg,76,76,150,124,105,79
shoulder2,09_01560.jpg,76,76,212,186,143,117
head,09_01561.jpg,60,60,194,134,150,90
shoulder1,09_01561.jpg,76,76,153,127,102,76
shoulder2,09_01561.jpg,76,76,212,186,144,118
head,09_01562.jpg,60,60,193,133,145,85
shoulder1,09_01562.jpg,76,76,155,129,98,72
shoulder2,09_01562.jpg,76,76,210,184,145,119
head,09_01563.jpg,60,60,192,132,142,82
shoulder1,09_01563.jpg,76,76,155,129,95,69
shoulder2,09_01563.jpg,76,76,208,182,145,119
head,09_01564.jpg,60,60,189,129,137,77
shoulder1,09_01564.jpg,76,76,155,129,90,64
shoulder2,09_01564.jpg,76,76,203,177,146,120
head,09_01629.jpg,60,60,191,131,156,96
shoulder1,09_01629.jpg,76,76,138,112,135,109
shoulder2,09_01629.jpg,76,76,207,181,110,84
head,09_01630.jpg,60,60,186,126,157,97
shoulder1,09_01630.jpg,76,76,133,107,137,111
shoulder2,09_01630.jpg,76,76,203,177,113,87
head,09_01631.jpg,60,60,180,120,157,97
shoulder1,09_01631.jpg,76,76,128,102,136,110
shoulder2,09_01631.jpg,76,76,199,173,116,90
head,09_01632.jpg,60,60,175,115,157,97
shoulder1,09_01632.jpg,76,76,123,97,139,113
shoulder2,09_01632.jpg,76,76,194,168,118,92
head,09_01633.jpg,60,60,169,109,161,101
shoulder1,09_01633.jpg,76,76,119,93,140,114
shoulder2,09_01633.jpg,76,76,189,163,119,93
head,09_01634.jpg,60,60,164,104,162,102
shoulder1,09_01634.jpg,76,76,115,89,140,114
shoulder2,09_01634.jpg,76,76,186,160,120,94
head,09_01635.jpg,60,60,159,99,163,103
shoulder1,09_01635.jpg,76,76,111,85,140,114
shoulder2,09_01635.jpg,76,76,182,156,121,95
head,09_01636.jpg,60,60,155,95,166,106
shoulder1,09_01636.jpg,76,76,108,82,142,116
shoulder2,09_01636.jpg,76,76,179,153,122,96
head,09_01637.jpg,60,60,153,93,168,108
shoulder1,09_01637.jpg,76,76,106,80,142,116
shoulder2,09_01637.jpg,76,76,177,151,124,98
head,09_01638.jpg,60,60,152,92,172,112
shoulder1,09_01638.jpg,76,76,105,79,143,117
shoulder2,09_01638.jpg,76,76,176,150,126,100
head,09_01654.jpg,60,60,149,89,167,107
shoulder1,09_01654.jpg,76,76,105,79,145,119
shoulder2,09_01654.jpg,76,76,174,148,125,99
head,09_01655.jpg,60,60,147,87,168,108
shoulder1,09_01655.jpg,76,76,104,78,146,120
shoulder2,09_01655.jpg,76,76,173,147,124,98
head,09_01656.jpg,60,60,146,86,172,112
shoulder1,09_01656.jpg,76,76,102,76,147,121
shoulder2,09_01656.jpg,76,76,171,145,125,99
head,09_01657.jpg,60,60,146,86,168,108
shoulder1,09_01657.jpg,76,76,103,77,148,122
shoulder2,09_01657.jpg,76,76,170,144,121,95
head,09_01658.jpg,60,60,145,85,168,108
shoulder1,09_01658.jpg,76,76,101,75,149,123
shoulder2,09_01658.jpg,76,76,168,142,121,95
head,09_01659.jpg,60,60,144,84,166,106
shoulder1,09_01659.jpg,76,76,101,75,149,123
shoulder2,09_01659.jpg,76,76,167,141,120,94
head,09_01660.jpg,60,60,145,85,168,108
shoulder1,09_01660.jpg,76,76,101,75,151,125
shoulder2,09_01660.jpg,76,76,166,140,120,94
head,09_01661.jpg,60,60,145,85,169,109
shoulder1,09_01661.jpg,76,76,101,75,152,126
shoulder2,09_01661.jpg,76,76,166,140,121,95
head,09_01662.jpg,60,60,144,84,169,109
shoulder1,09_01662.jpg,76,76,100,74,152,126
shoulder2,09_01662.jpg,76,76,166,140,121,95
head,09_01663.jpg,60,60,144,84,169,109
shoulder1,09_01663.jpg,76,76,100,74,152,126
shoulder2,09_01663.jpg,76,76,166,140,121,95
head,09_01664.jpg,60,60,144,84,167,107
shoulder1,09_01664.jpg,76,76,102,76,151,125
shoulder2,09_01664.jpg,76,76,167,141,120,94
head,09_01665.jpg,60,60,146,86,171,111
shoulder1,09_01665.jpg,76,76,102,76,152,126
shoulder2,09_01665.jpg,76,76,168,142,121,95
head,09_01666.jpg,60,60,148,88,173,113
shoulder1,09_01666.jpg,76,76,103,77,152,126
shoulder2,09_01666.jpg,76,76,169,143,123,97
head,09_01667.jpg,60,60,148,88,174,114
shoulder1,09_01667.jpg,76,76,103,77,151,125
shoulder2,09_01667.jpg,76,76,171,145,124,98
head,09_01668.jpg,60,60,151,91,178,118
shoulder1,09_01668.jpg,76,76,105,79,150,124
shoulder2,09_01668.jpg,76,76,173,147,126,100
head,09_01669.jpg,60,60,155,95,180,120
shoulder1,09_01669.jpg,76,76,106,80,149,123
shoulder2,09_01669.jpg,76,76,176,150,128,102
head,09_01670.jpg,60,60,159,99,181,121
shoulder1,09_01670.jpg,76,76,109,83,147,121
shoulder2,09_01670.jpg,76,76,181,155,129,103
head,09_01671.jpg,60,60,162,102,181,121
shoulder1,09_01671.jpg,76,76,112,86,146,120
shoulder2,09_01671.jpg,76,76,184,158,131,105
head,09_01672.jpg,60,60,166,106,181,121
shoulder1,09_01672.jpg,76,76,116,90,145,119
shoulder2,09_01672.jpg,76,76,189,163,132,106
head,09_01673.jpg,60,60,168,108,181,121
shoulder1,09_01673.jpg,76,76,118,92,145,119
shoulder2,09_01673.jpg,76,76,191,165,134,108
head,09_01674.jpg,60,60,170,110,182,122
shoulder1,09_01674.jpg,76,76,120,94,145,119
shoulder2,09_01674.jpg,76,76,193,167,135,109
head,09_01675.jpg,60,60,170,110,182,122
shoulder1,09_01675.jpg,76,76,121,95,146,120
shoulder2,09_01675.jpg,76,76,193,167,135,109
head,09_01676.jpg,60,60,171,111,182,122
shoulder1,09_01676.jpg,76,76,121,95,146,120
shoulder2,09_01676.jpg,76,76,193,167,134,108
head,09_01677.jpg,60,60,171,111,181,121
shoulder1,09_01677.jpg,76,76,120,94,147,121
shoulder2,09_01677.jpg,76,76,192,166,132,106
head,09_01678.jpg,60,60,171,111,181,121
shoulder1,09_01678.jpg,76,76,120,94,148,122
shoulder2,09_01678.jpg,76,76,191,165,131,105
head,09_01679.jpg,60,60,168,108,181,121
shoulder1,09_01679.jpg,76,76,118,92,149,123
shoulder2,09_01679.jpg,76,76,189,163,132,106
head,09_01682.jpg,60,60,160,100,190,130
shoulder1,09_01682.jpg,76,76,112,86,155,129
shoulder2,09_01682.jpg,76,76,183,157,140,114
head,09_01683.jpg,60,60,157,97,194,134
shoulder1,09_01683.jpg,76,76,109,83,154,128
shoulder2,09_01683.jpg,76,76,180,154,143,117
head,09_01684.jpg,60,60,154,94,195,135
shoulder1,09_01684.jpg,76,76,106,80,155,129
shoulder2,09_01684.jpg,76,76,178,152,146,120
head,09_01685.jpg,60,60,152,92,194,134
shoulder1,09_01685.jpg,76,76,104,78,154,128
shoulder2,09_01685.jpg,76,76,176,150,145,119
head,09_01686.jpg,60,60,150,90,190,130
shoulder1,09_01686.jpg,76,76,103,77,154,128
shoulder2,09_01686.jpg,76,76,176,150,146,120
head,09_01687.jpg,60,60,149,89,189,129
shoulder1,09_01687.jpg,76,76,102,76,154,128
shoulder2,09_01687.jpg,76,76,174,148,143,117
head,09_01692.jpg,60,60,142,82,182,122
shoulder1,09_01692.jpg,76,76,99,73,154,128
shoulder2,09_01692.jpg,76,76,167,141,132,106
head,09_01693.jpg,60,60,141,81,181,121
shoulder1,09_01693.jpg,76,76,98,72,153,127
shoulder2,09_01693.jpg,76,76,167,141,133,107
head,09_01694.jpg,60,60,140,80,178,118
shoulder1,09_01694.jpg,76,76,98,72,152,126
shoulder2,09_01694.jpg,76,76,168,142,132,106
head,09_01695.jpg,60,60,141,81,177,117
shoulder1,09_01695.jpg,76,76,98,72,150,124
shoulder2,09_01695.jpg,76,76,168,142,134,108
head,09_01697.jpg,60,60,142,82,176,116
shoulder1,09_01697.jpg,76,76,99,73,150,124
shoulder2,09_01697.jpg,76,76,169,143,134,108
head,09_01698.jpg,60,60,141,81,176,116
shoulder1,09_01698.jpg,76,76,99,73,149,123
shoulder2,09_01698.jpg,76,76,169,143,133,107
head,09_01699.jpg,60,60,141,81,175,115
shoulder1,09_01699.jpg,76,76,99,73,150,124
shoulder2,09_01699.jpg,76,76,169,143,133,107
head,09_01700.jpg,60,60,141,81,178,118
shoulder1,09_01700.jpg,76,76,98,72,150,124
shoulder2,09_01700.jpg,76,76,168,142,134,108
head,09_01701.jpg,60,60,142,82,180,120
shoulder1,09_01701.jpg,76,76,98,72,151,125
shoulder2,09_01701.jpg,76,76,168,142,134,108
head,09_01702.jpg,60,60,143,83,178,118
shoulder1,09_01702.jpg,76,76,99,73,150,124
shoulder2,09_01702.jpg,76,76,169,143,133,107
head,09_01703.jpg,60,60,143,83,177,117
shoulder1,09_01703.jpg,76,76,99,73,150,124
shoulder2,09_01703.jpg,76,76,169,143,132,106
head,09_01704.jpg,60,60,143,83,176,116
shoulder1,09_01704.jpg,76,76,100,74,150,124
shoulder2,09_01704.jpg,76,76,170,144,132,106
head,09_01705.jpg,60,60,144,84,176,116
shoulder1,09_01705.jpg,76,76,100,74,150,124
shoulder2,09_01705.jpg,76,76,170,144,132,106
head,09_01706.jpg,60,60,146,86,176,116
shoulder1,09_01706.jpg,76,76,102,76,149,123
shoulder2,09_01706.jpg,76,76,172,146,132,106
head,09_01707.jpg,60,60,148,88,175,115
shoulder1,09_01707.jpg,76,76,103,77,149,123
shoulder2,09_01707.jpg,76,76,173,147,132,106
head,09_01708.jpg,60,60,152,92,178,118
shoulder1,09_01708.jpg,76,76,105,79,150,124
shoulder2,09_01708.jpg,76,76,175,149,133,107
head,09_01709.jpg,60,60,156,96,187,127
shoulder1,09_01709.jpg,76,76,107,81,152,126
shoulder2,09_01709.jpg,76,76,177,151,134,108
head,09_01710.jpg,60,60,160,100,193,133
shoulder1,09_01710.jpg,76,76,109,83,152,126
shoulder2,09_01710.jpg,76,76,181,155,136,110
head,09_01711.jpg,60,60,164,104,195,135
shoulder1,09_01711.jpg,76,76,111,85,152,126
shoulder2,09_01711.jpg,76,76,183,157,137,111
head,09_01712.jpg,60,60,167,107,197,137
shoulder1,09_01712.jpg,76,76,114,88,152,126
shoulder2,09_01712.jpg,76,76,186,160,137,111
head,09_01713.jpg,60,60,170,110,197,137
shoulder1,09_01713.jpg,76,76,117,91,152,126
shoulder2,09_01713.jpg,76,76,189,163,136,110
head,09_01714.jpg,60,60,173,113,193,133
shoulder1,09_01714.jpg,76,76,121,95,150,124
shoulder2,09_01714.jpg,76,76,193,167,135,109
head,09_01715.jpg,60,60,175,115,190,130
shoulder1,09_01715.jpg,76,76,124,98,148,122
shoulder2,09_01715.jpg,76,76,196,170,134,108
head,09_01721.jpg,60,60,174,114,192,132
shoulder1,09_01721.jpg,76,76,124,98,146,120
shoulder2,09_01721.jpg,76,76,196,170,134,108
head,09_01722.jpg,60,60,173,113,192,132
shoulder1,09_01722.jpg,76,76,122,96,146,120
shoulder2,09_01722.jpg,76,76,195,169,134,108
head,09_01723.jpg,60,60,172,112,192,132
shoulder1,09_01723.jpg,76,76,121,95,145,119
shoulder2,09_01723.jpg,76,76,194,168,135,109
head,09_01724.jpg,60,60,169,109,189,129
shoulder1,09_01724.jpg,76,76,119,93,144,118
shoulder2,09_01724.jpg,76,76,192,166,134,108
head,09_01725.jpg,60,60,168,108,189,129
shoulder1,09_01725.jpg,76,76,117,91,144,118
shoulder2,09_01725.jpg,76,76,190,164,133,107
head,09_01726.jpg,60,60,166,106,185,125
shoulder1,09_01726.jpg,76,76,116,90,143,117
shoulder2,09_01726.jpg,76,76,189,163,131,105
head,09_01727.jpg,60,60,164,104,183,123
shoulder1,09_01727.jpg,76,76,114,88,142,116
shoulder2,09_01727.jpg,76,76,187,161,134,108
head,09_01728.jpg,60,60,162,102,180,120
shoulder1,09_01728.jpg,76,76,113,87,142,116
shoulder2,09_01728.jpg,76,76,186,160,133,107
head,09_01729.jpg,60,60,161,101,177,117
shoulder1,09_01729.jpg,76,76,112,86,141,115
shoulder2,09_01729.jpg,76,76,182,156,126,100
head,09_01730.jpg,60,60,161,101,176,116
shoulder1,09_01730.jpg,76,76,111,85,141,115
shoulder2,09_01730.jpg,76,76,179,153,123,97
head,09_01731.jpg,60,60,160,100,175,115
shoulder1,09_01731.jpg,76,76,109,83,141,115
shoulder2,09_01731.jpg,76,76,176,150,122,96
head,09_01732.jpg,60,60,160,100,175,115
shoulder1,09_01732.jpg,76,76,109,83,143,117
shoulder2,09_01732.jpg,76,76,178,152,126,100
head,09_01733.jpg,60,60,160,100,172,112
shoulder1,09_01733.jpg,76,76,109,83,143,117
shoulder2,09_01733.jpg,76,76,180,154,127,101
head,09_01734.jpg,60,60,160,100,170,110
shoulder1,09_01734.jpg,76,76,108,82,142,116
shoulder2,09_01734.jpg,76,76,180,154,130,104
head,09_01735.jpg,60,60,160,100,170,110
shoulder1,09_01735.jpg,76,76,108,82,142,116
shoulder2,09_01735.jpg,76,76,180,154,130,104
head,09_01736.jpg,60,60,159,99,170,110
shoulder1,09_01736.jpg,76,76,108,82,143,117
shoulder2,09_01736.jpg,76,76,180,154,129,103
head,09_01737.jpg,60,60,159,99,170,110
shoulder1,09_01737.jpg,76,76,108,82,143,117
shoulder2,09_01737.jpg,76,76,179,153,128,102
head,09_01738.jpg,60,60,157,97,173,113
shoulder1,09_01738.jpg,76,76,106,80,144,118
shoulder2,09_01738.jpg,76,76,177,151,129,103
head,09_01739.jpg,60,60,154,94,169,109
shoulder1,09_01739.jpg,76,76,105,79,145,119
shoulder2,09_01739.jpg,76,76,175,149,124,98
head,09_01740.jpg,60,60,151,91,168,108
shoulder1,09_01740.jpg,76,76,104,78,146,120
shoulder2,09_01740.jpg,76,76,172,146,123,97
head,09_01741.jpg,60,60,148,88,172,112
shoulder1,09_01741.jpg,76,76,101,75,147,121
shoulder2,09_01741.jpg,76,76,170,144,125,99
head,09_01742.jpg,60,60,146,86,176,116
shoulder1,09_01742.jpg,76,76,100,74,148,122
shoulder2,09_01742.jpg,76,76,169,143,127,101
head,09_01743.jpg,60,60,145,85,178,118
shoulder1,09_01743.jpg,76,76,98,72,149,123
shoulder2,09_01743.jpg,76,76,168,142,129,103
head,09_01744.jpg,60,60,143,83,177,117
shoulder1,09_01744.jpg,76,76,98,72,150,124
shoulder2,09_01744.jpg,76,76,167,141,128,102
head,09_01745.jpg,60,60,142,82,179,119
shoulder1,09_01745.jpg,76,76,97,71,151,125
shoulder2,09_01745.jpg,76,76,166,140,129,103
head,09_01746.jpg,60,60,142,82,180,120
shoulder1,09_01746.jpg,76,76,97,71,152,126
shoulder2,09_01746.jpg,76,76,166,140,130,104
head,09_01747.jpg,60,60,143,83,181,121
shoulder1,09_01747.jpg,76,76,98,72,153,127
shoulder2,09_01747.jpg,76,76,166,140,129,103
head,09_01748.jpg,60,60,144,84,181,121
shoulder1,09_01748.jpg,76,76,99,73,154,128
shoulder2,09_01748.jpg,76,76,167,141,128,102
head,09_01749.jpg,60,60,144,84,178,118
shoulder1,09_01749.jpg,76,76,100,74,154,128
shoulder2,09_01749.jpg,76,76,167,141,126,100
head,09_01750.jpg,60,60,144,84,177,117
